,sumr_list
0,-139729.53390241554
1,-8560.488717696024
2,-9781.051479215761
3,-10530.871794577039
4,-15561.381799909219
5,-9685.10951449495
6,-8355.564897084996
7,-144322.9749867159
8,-2332.990574511225
9,-1810.4057520181245
10,-15992.46338783298
11,-2514.4635066272335
12,-9061.364433590015
13,-4836.548248810085
14,-5671.352539885919
15,-1049.17086435508
16,-14915.24874138036
17,-15905.540842323477
18,-9353.262282111891
19,-7244.651897310248
20,-12984.95254478728
21,-25836.10609791739
22,-4773.5061073893385
23,-12673.730216854741
24,-8466.634679407121
25,-75879.45652572314
26,-9214.270765592393
27,-2834.220535321774
28,-8815.827834560125
29,-8497.281685752248
30,-68321.83649760352
31,-10630.99868090239
32,-6063.557227013677
33,-3280.0330989884637
34,-14656.401017777955
35,-8299.245694254761
36,-6940.171132011841
37,-8329.482606034122
38,-9323.864950270818
39,-6534.467514761227
40,-9756.002186013298
41,-8489.321861909968
42,-67406.43820781042
43,-12364.08338807152
44,-4013.0724764002666
45,-11745.405950936147
46,-11964.72736042939
47,-1100.2483346243625
48,-13059.543564292037
49,-5454.09688369183
50,-12365.666098457814
51,-17411.29630187456
52,-6755.635900894991
53,-7917.795687382325
54,-5607.111625838756
55,-9370.447529251554
56,-11206.864216487365
57,-9980.63493069177
58,-13178.535920951394
59,-16390.7333953816
60,-6210.016129476973
61,-8604.127756798436
62,-4169.447904921645
63,-11183.788096455472
64,-13670.148202173026
65,-13686.547959979562
66,-10784.956295786626
67,-4137.4018724088655
68,-9645.990092581655
69,-8097.043827000157
70,-6961.1820631240425
71,-6814.855012250134
72,-9161.112518466116
73,-10844.605162528047
74,-9816.342809979174
75,-2656.505635906726
76,-10820.622447182881
77,-7251.286854364933
78,-12510.7649504355
79,-70176.31037327531
80,-2440.696386634942
81,-15385.61755126253
82,-14849.155462770732
83,-10570.964990603206
84,-15101.384032703605
85,-10944.251710646342
86,-8027.932010361629
87,-6486.6487884498165
88,-17451.082442616353
89,-16448.09178104078
90,-11657.1205308569
91,-12531.809362206583
92,-4878.240017834011
93,-4705.336546447803
94,-9288.573835339605
95,-7396.113860279818
96,-9378.34397979895
97,-7333.347755941815
98,-4769.17264667319
99,-8802.387937208505
100,-4074.645752402926
101,-15334.767879901676
102,-9331.373512336573
103,-8328.94326679398
104,-14000.776585712509
105,-5167.43006406777
106,-2797.982022402399
107,-12973.162809162723
108,-10246.130382637004
109,-5026.881753570838
110,-8132.11842952823
111,-8645.443047175622
112,-5494.815248274266
113,-9131.56383384298
114,-3706.6878323465976
115,-7299.623175948554
116,-10842.103013060017
117,-15521.985531379902
118,-4299.713457250217
119,-8468.1012367539
120,-7056.845890093801
121,-7214.93136291216
122,-7806.475201157217
123,-5520.626058554615
124,-6605.932403302421
125,-5957.442806385536
126,-4998.494518789473
127,-12695.046377947969
128,-8280.362203152057
129,-9102.145753481234
130,-6822.035118102324
131,-1895.7388142109453
132,-14583.472043516576
133,-12421.141700881224
134,-3994.1231619062746
135,-7024.235460573498
136,-1062.1535393919023
137,-633.5958166033623
138,-4940.26565519212
139,-8468.206583787101
140,-7803.005634413033
141,-20356.47713822795
142,-15832.430313686269
143,-9833.454251979914
144,-14531.393845768363
145,-6880.314392395789
146,-6374.41739392418
147,-4531.183118492875
148,-15198.059488270565
149,-7178.969721424045
150,-7488.554505112831
151,-9453.2764684548
152,-13829.338537828202
153,-14623.681702969629
154,-4526.904546484186
155,-17387.28391597062
156,-13354.54469929573
157,-21390.830991188395
158,-11474.576423979308
159,-10395.594026923138
160,-12500.437128382073
161,-8706.89023089024
162,-9291.234318235667
163,-10384.184620809447
164,-1426.815471205943
165,-13634.523820863673
166,-3867.1551986494737
167,-6171.070432471435
168,-14365.757203026154
169,-8968.149085741929
170,-7342.009940077775
171,-5979.027292458367
172,-6860.610822820743
173,-3131.162365012413
174,-3787.969162183924
175,-2611.63492744258
176,-6900.222922974656
177,-11407.392590749538
178,-19204.668359131203
179,-11501.494213287306
180,-8642.458001520898
181,-6255.069661591912
182,-12173.419094640742
183,-9412.197690452418
184,-12339.180181298363
185,-7824.735740005722
186,-18750.938386442587
187,-9764.434335262922
188,-10197.621046818913
189,-5971.368458779717
190,-3486.9464629036775
191,-8913.616384650282
192,-13412.30641232523
193,-4732.380644784903
194,-5574.284873871389
195,-15503.090940720236
196,-8376.56446900514
197,-18947.658594523717
198,-9300.241439830874
199,-14857.455895881822
200,-12765.435220456304
201,-6448.094232767096
202,-6964.481061136301
203,-10733.331983417616
204,-3272.1012697205824
205,-6822.099888359745
206,-15576.6038601796
207,-15474.013541011358
208,-8082.999698983226
209,-6045.54858772844
210,-10187.800704980153
211,-7487.675261877043
212,-11421.617025997297
213,-8117.867902259101
214,-5477.231369946697
215,-6125.161891229642
216,-7050.335803533973
217,-1490.137667276543
218,-6811.575134893797
219,-6316.445316801424
220,-4744.271643003494
221,-8831.350749184789
222,-4877.5971489332105
223,-7049.563287358713
224,-14011.652130492654
225,-7177.907346506419
226,-9891.354749432265
227,-7540.175623271973
228,-4766.392890650639
229,-6570.724065072701
230,-6696.980670709676
231,-8216.827918619234
232,-12498.93379509711
233,-8958.816955511014
234,-17138.427185063923
235,-6879.346969252546
236,-9204.896103110575
237,-9314.972444128545
238,-6920.136792898434
239,-8208.25255268256
240,-9737.026978349277
241,-7131.292568056047
242,-12188.105665654122
243,-11083.232102924696
244,-9571.610508911797
245,-8565.560369959292
246,-5818.658255491998
247,-6914.8607163574525
248,-15416.277350861574
249,-5832.7120494738365
250,-15986.822007509672
251,-9098.277208491576
252,-6382.394091232852
253,-15407.022998246912
254,-4567.599417495928
255,-6037.799281599714
256,-5632.47683160009
257,-9681.496567165905
258,-5579.245841651215
259,-14094.493959505142
260,-10377.516184912512
261,-8846.89630473932
262,-6860.668521639232
263,-10681.116066045928
264,-3849.8021039099285
265,-2650.360407435611
266,-6835.5445357424205
267,-5367.75054247383
268,-7867.679518399598
269,-14911.802900694167
270,-2664.8501872042475
271,-4874.097816264019
272,-7847.974785238448
273,-6164.75265188272
274,-4443.760082198914
275,-13998.728014106468
276,-20323.773165249502
277,-4024.187664122794
278,-8798.100984624141
279,-5356.000630331022
280,-6357.861148821043
281,-8587.342268886081
282,-16249.124357498327
283,-6395.966645153568
284,-6871.375945913345
285,-2885.6064790428586
286,-11352.3620796778
287,-8123.3553227516095
288,-3869.356186450296
289,-8729.969107960507
290,-13122.992941522936
291,-11463.977258069333
292,-8372.134132042516
293,-4325.09107134879
294,-4725.518226963468
295,-9949.288637921814
296,-12216.49772804532
297,-2439.141880560593
298,-10081.142858352436
299,-1125.4794212893964
300,-8728.702109415737
301,-8499.426899591574
302,-3029.486799132062
303,-3824.422479916859
304,-5625.5868675175125
305,-11342.081647508987
306,-12066.800629474592
307,-8406.52263437417
308,-12990.009484863602
309,-7502.77176052327
310,-930.359716580893
311,-5006.231045406656
312,-9937.822649156344
313,-5577.076853682675
314,-531.1614014636984
315,-11452.197298398822
316,-7215.89309200776
317,-11359.749752319998
318,-10809.180027085082
319,-8431.049192064042
320,-2140.3253058007163
321,-12796.346252742911
322,-3058.2738643957455
323,-6878.795469135196
324,-8232.972988640135
325,-3133.0464724428407
